0.41025641	114.0769231	3.1	2.9	1.2	1
0.361111111	105.5555556	3.7	3.9	1.4	1
0.621621622	156.8108108	3.4	3.6	1.4	1
0.666666667	137.7575758	3.5	3.7	1.5	1
0.324324324	89.18918919	3.7	3.3	1.3	1
0.382352941	110.2647059	3.8	3.7	1.2	1
0.485714286	104.6285714	3.4	3.4	1.3	1
0.333333333	66.21212121	4.2	3.5	1.2	1
0.3125	65.625	3.7	3.3	1.3	1
0.648648649	148	3.2	3.2	1.2	1
0.4	71.71428571	4.1	3.7	1.4	1
0.075	30.625	4	3.5	1.5	1
0.714285714	220.6428571	3.7	4	1.5	1
0.5	117.7222222	2.9	2.8	1.4	1
0.857142857	151.4642857	3.2	3.6	1.5	1
0.411764706	123.2941176	3.5	2.8	1.4	1
0.5	100.0588235	3.2	3.4	1.3	1
0.27027027	49.02702703	4	3.4	1.3	1
0.388888889	90.94444444	4	3.7	1.3	1
0.617647059	124.8529412	4.1	3.6	1.5	1
0.617647059	119.2941176	3.5	3.4	1.3	1
0.37037037	120.4444444	3.4	3.4	1.5	1
0.588235294	127.6764706	3.1	2.7	1.3	1
0.277777778	92.86111111	3.4	3.4	1.2	1
0.823529412	214.2647059	3.3	3.6	1.1	1
0.972222222	194.3611111	4.1	3.4	1.4	1
0.948717949	185.5897436	3.1	3.6	1.5	1
0.3	88.6	3.5	3.9	1.4	1
0.833333333	128.25	3.7	4	1.5	1
1.025641026	180.2051282	3.5	3.6	1.4	1
0.363636364	66.45454545	4.1	3.9	1.4	1
0.638888889	66.80555556	4	3.3	1.5	1
0.527777778	113.6388889	3.6	3.6	1.5	1
0.483870968	138	3.3	3.6	1.4	1
1	324.4736842	3.3	3.1	1.4	1
0.525	172.225	4	3.8	1.4	1
0.382352941	61.76470588	4.8	4	1.5	1
0.375	63.875	4	3.4	1.3	1
0.181818182	58.48484848	3.8	3.2	1.2	1
0.575757576	134.6060606	3.6	3.3	1.5	1
0.5	164.1470588	3	3.3	1.1	1
0.419354839	110.2580645	3.1	3.4	1.4	1
0.75	108.875	3	3.1	1.5	1
